Index;delivery_id;delivery_partner;package_type;vehicle_type;delivery_mode;region;weather_condition;distance_km;package_weight_kg;delivery_date;expected_time_hours;delayed;delivery_status;delivery_rating;delivery_cost
791;DLV-00791;delhivery;fragile items;bike;two day;south;hot;116.7;38.6;03/12/2024;4;no;delivered;5;699.3
792;DLV-00792;fedex;pharmacy;truck;standard;south;stormy;160.6;15.66;08/03/2024;8;no;delivered;4;849.98
793;DLV-00793;xpressbees;furniture;van;two day;west;hot;59.6;0.67;28/07/2024;4;no;delivered;4;299.5
794;DLV-00794;amazon logistics;documents;van;two day;south;stormy;233.4;16.7;17/04/2024;9;no;delivered;3;1217.1
795;DLV-00795;dhl;electronics;van;same day;north;clear;7.3;33.73;26/10/2024;3;no;delivered;4;237.69
796;DLV-00796;ekart;pharmacy;truck;express;west;stormy;41.3;14.7;30/11/2024;7;yes;delayed;2;300.6
797;DLV-00797;ecom express;clothing;ev bike;standard;east;clear;281.9;15.41;05/04/2024;7;no;delivered;5;1455.73
798;DLV-00798;fedex;fragile items;van;standard;west;foggy;92.2;8.73;09/10/2024;7;no;delivered;4;487.19
799;DLV-00799;ekart;groceries;bike;same day;south;hot;162.6;11.76;24/11/2024;5;no;delivered;3;948.28
800;DLV-00800;dhl;groceries;truck;standard;south;rainy;134.1;36.11;14/01/2024;5;no;delivered;5;778.83
801;DLV-00801;delhivery;electronics;ev van;two day;east;cold;54.1;35.78;21/11/2024;3;no;delivered;4;377.84
802;DLV-00802;ekart;documents;van;standard;central;hot;212.2;43.37;05/08/2024;4;no;delivered;4;1191.11
803;DLV-00803;fedex;electronics;bike;two day;west;cold;271.2;24.43;03/06/2024;6;no;delivered;5;1429.29
804;DLV-00804;ecom express;cosmetics;ev van;two day;east;stormy;170.5;24.13;13/12/2024;12;no;delivered;5;924.89
805;DLV-00805;xpressbees;furniture;van;express;north;foggy;80.3;23.85;01/06/2024;3;no;delivered;3;523.05
806;DLV-00806;amazon logistics;fragile items;van;express;east;clear;255.0;15.44;13/02/2024;12;yes;delayed;2;1371.32
807;DLV-00807;fedex;pharmacy;scooter;same day;north;cold;89.1;48.15;15/12/2024;4;no;delivered;5;689.95
808;DLV-00808;delhivery;automobile parts;ev bike;two day;west;stormy;245.1;4.22;23/12/2024;14;no;delivered;4;1238.16
809;DLV-00809;dhl;fragile items;bike;standard;east;hot;257.4;36.54;20/09/2024;6;no;delivered;4;1396.62
810;DLV-00810;ecom express;clothing;truck;standard;central;rainy;255.4;24.0;11/11/2024;10;no;delivered;4;1349.0
811;DLV-00811;delhivery;clothing;van;standard;central;rainy;216.6;46.24;14/02/2024;11;no;delivered;4;1221.72
812;DLV-00812;amazon logistics;automobile parts;van;express;south;foggy;287.8;2.47;06/11/2024;12;yes;delayed;3;1496.41
813;DLV-00813;xpressbees;documents;scooter;same day;north;foggy;268.5;34.36;31/03/2024;13;yes;delayed;3;1545.58
814;DLV-00814;ekart;cosmetics;ev bike;express;east;cold;280.2;22.03;24/10/2024;10;yes;delayed;3;1517.09
815;DLV-00815;amazon logistics;pharmacy;van;express;north;rainy;129.3;0.67;05/10/2024;5;yes;delayed;3;698.51
816;DLV-00816;amazon logistics;cosmetics;ev van;express;west;rainy;73.5;21.27;11/12/2024;7;yes;delayed;3;481.31
817;DLV-00817;delhivery;documents;ev bike;standard;central;clear;297.1;22.97;11/07/2024;5;no;delivered;5;1564.91
818;DLV-00818;delhivery;documents;ev bike;standard;central;foggy;42.7;36.65;02/01/2024;2;no;delivered;4;323.45
819;DLV-00819;shadowfax;furniture;van;standard;west;clear;175.2;32.85;31/08/2024;5;no;delivered;5;974.55
820;DLV-00820;ecom express;electronics;ev van;standard;west;clear;207.7;35.87;09/06/2024;7;no;delivered;4;1146.11
821;DLV-00821;delhivery;documents;truck;two day;south;foggy;107.6;37.02;04/08/2024;6;no;delivered;5;649.06
822;DLV-00822;shadowfax;furniture;van;two day;central;foggy;84.5;27.89;06/01/2024;3;no;delivered;5;506.17
823;DLV-00823;blue dart;clothing;van;express;west;foggy;45.3;34.79;15/09/2024;4;yes;delayed;2;380.87
824;DLV-00824;shadowfax;documents;ev van;same day;north;cold;13.2;26.57;31/07/2024;0;no;delivered;3;245.71
825;DLV-00825;shadowfax;automobile parts;scooter;standard;east;cold;293.2;26.49;12/08/2024;7;no;delivered;5;1545.47
826;DLV-00826;delhivery;documents;ev van;standard;east;stormy;132.0;44.85;03/04/2024;9;no;delivered;5;794.55
827;DLV-00827;xpressbees;automobile parts;scooter;same day;north;cold;87.7;1.49;25/07/2024;2;no;delivered;3;542.97
828;DLV-00828;ecom express;automobile parts;ev bike;two day;south;cold;56.3;46.05;31/01/2024;3;no;delivered;4;419.65
829;DLV-00829;amazon logistics;cosmetics;scooter;two day;central;clear;70.3;44.95;20/02/2024;3;no;delivered;4;486.35
830;DLV-00830;delhivery;clothing;ev van;express;east;stormy;158.2;36.15;11/06/2024;11;yes;delayed;3;949.45
831;DLV-00831;ekart;clothing;ev van;express;north;foggy;74.1;41.88;29/08/2024;5;yes;delayed;2;546.14
832;DLV-00832;ekart;automobile parts;ev bike;two day;central;clear;82.3;2.16;19/11/2024;2;no;delivered;3;417.98
833;DLV-00833;fedex;electronics;ev van;standard;south;stormy;296.1;27.85;18/02/2024;10;no;delivered;5;1564.05
834;DLV-00834;blue dart;furniture;truck;two day;east;stormy;178.2;19.55;01/02/2024;8;no;delivered;4;949.65
835;DLV-00835;amazon logistics;pharmacy;ev van;express;north;stormy;31.6;30.58;07/11/2024;7;yes;delayed;2;299.74
836;DLV-00836;xpressbees;fragile items;truck;standard;north;rainy;226.5;15.87;22/11/2024;11;no;delivered;5;1180.11
837;DLV-00837;amazon logistics;automobile parts;bike;two day;central;cold;24.5;35.61;07/01/2024;0;no;delivered;4;229.33
838;DLV-00838;blue dart;documents;van;two day;west;foggy;96.3;26.51;04/10/2024;5;no;delivered;4;561.03
839;DLV-00839;delhivery;furniture;bike;express;west;rainy;102.4;4.43;13/02/2024;4;yes;delayed;3;575.29
840;DLV-00840;ecom express;pharmacy;truck;standard;north;rainy;208.3;37.33;09/08/2024;9;no;delivered;4;1153.49
841;DLV-00841;ekart;automobile parts;bike;standard;west;rainy;23.6;16.89;02/04/2024;2;no;delivered;4;168.67
842;DLV-00842;shadowfax;pharmacy;scooter;express;north;clear;174.0;38.04;21/02/2024;7;yes;delayed;3;1034.12
843;DLV-00843;ecom express;clothing;ev van;same day;north;cold;158.9;33.43;01/05/2024;5;no;delivered;3;994.79
844;DLV-00844;delhivery;automobile parts;ev bike;same day;west;rainy;101.4;47.01;03/06/2024;5;no;delivered;4;748.03
845;DLV-00845;delhivery;furniture;van;same day;east;hot;145.0;36.97;05/09/2024;5;no;delivered;4;935.91
846;DLV-00846;delhivery;clothing;truck;same day;central;foggy;140.3;10.43;06/02/2024;5;no;delivered;5;832.79
847;DLV-00847;blue dart;clothing;truck;standard;south;clear;292.3;13.49;20/12/2024;7;no;delivered;4;1501.97
848;DLV-00848;delhivery;clothing;van;standard;south;hot;201.7;45.45;18/07/2024;6;no;delivered;4;1144.85
849;DLV-00849;amazon logistics;cosmetics;ev bike;two day;central;hot;89.5;12.46;05/04/2024;3;no;delivered;4;484.88
850;DLV-00850;shadowfax;automobile parts;bike;standard;east;hot;239.0;27.97;21/07/2024;5;no;delivered;4;1278.91
851;DLV-00851;ecom express;groceries;van;same day;central;foggy;135.5;34.25;03/01/2024;7;no;delivered;4;880.25
852;DLV-00852;amazon logistics;electronics;scooter;express;east;clear;29.8;5.31;13/06/2024;2;no;delivered;4;214.93
853;DLV-00853;ecom express;fragile items;ev bike;same day;north;hot;43.2;8.6;06/09/2024;4;no;delivered;3;341.8
854;DLV-00854;ekart;pharmacy;truck;express;north;hot;170.4;30.88;27/06/2024;7;yes;delayed;3;994.64
855;DLV-00855;ekart;pharmacy;ev bike;standard;south;cold;49.9;27.53;26/03/2024;3;no;delivered;4;332.09
856;DLV-00856;amazon logistics;electronics;van;express;east;clear;250.1;1.71;10/03/2024;7;yes;delayed;3;1305.63
857;DLV-00857;ekart;automobile parts;scooter;standard;west;cold;49.4;35.75;22/11/2024;1;no;delivered;4;354.25
858;DLV-00858;delhivery;electronics;bike;standard;north;clear;111.8;3.25;27/01/2024;2;no;delivered;4;568.75
859;DLV-00859;xpressbees;pharmacy;ev van;express;south;clear;167.3;37.38;12/04/2024;6;yes;delayed;2;998.64
860;DLV-00860;amazon logistics;pharmacy;scooter;two day;central;hot;297.1;9.41;05/09/2024;10;no;delivered;4;1524.23
861;DLV-00861;ecom express;furniture;ev bike;standard;south;hot;15.1;26.41;01/03/2024;3;no;delivered;4;154.73
862;DLV-00862;ecom express;furniture;van;two day;west;foggy;190.2;31.83;05/03/2024;8;no;delivered;3;1046.49
863;DLV-00863;blue dart;groceries;scooter;same day;south;hot;149.8;13.38;08/05/2024;4;no;delivered;4;889.14
864;DLV-00864;xpressbees;pharmacy;scooter;two day;south;rainy;136.2;19.01;24/02/2024;7;no;delivered;5;738.03
865;DLV-00865;amazon logistics;groceries;ev bike;same day;west;clear;72.2;27.69;23/11/2024;5;no;delivered;5;544.07
866;DLV-00866;xpressbees;furniture;scooter;standard;south;foggy;3.6;40.67;06/10/2024;4;no;delivered;5;139.01
867;DLV-00867;amazon logistics;cosmetics;scooter;express;west;cold;242.5;31.32;08/09/2024;5;no;delivered;3;1356.46
868;DLV-00868;amazon logistics;cosmetics;ev bike;standard;north;stormy;226.3;15.83;27/10/2024;10;no;delivered;3;1178.99
869;DLV-00869;fedex;clothing;truck;standard;west;hot;34.3;19.0;01/03/2024;2;no;delivered;3;228.5
870;DLV-00870;delhivery;automobile parts;ev bike;same day;central;stormy;164.4;29.67;19/01/2024;6;no;delivered;4;1011.01
871;DLV-00871;fedex;electronics;bike;two day;central;stormy;101.5;26.53;26/11/2024;7;no;delivered;3;587.09
872;DLV-00872;blue dart;documents;ev van;same day;central;hot;33.3;48.5;08/11/2024;0;no;delivered;5;412.0
873;DLV-00873;blue dart;groceries;scooter;express;north;clear;138.4;27.57;11/08/2024;5;yes;delayed;3;824.71
874;DLV-00874;blue dart;documents;bike;same day;central;clear;3.6;15.21;07/10/2024;2;no;delivered;4;157.13
875;DLV-00875;xpressbees;groceries;bike;standard;west;clear;141.4;48.15;18/05/2024;4;no;delivered;5;851.45
876;DLV-00876;fedex;documents;scooter;standard;east;clear;43.5;49.52;28/10/2024;2;no;delivered;4;366.51
877;DLV-00877;fedex;groceries;van;same day;central;hot;106.5;13.62;24/11/2024;5;no;delivered;5;673.36
878;DLV-00878;xpressbees;cosmetics;bike;two day;central;foggy;113.6;32.81;20/07/2024;6;no;delivered;3;666.43
879;DLV-00879;fedex;fragile items;truck;same day;central;foggy;22.7;0.67;06/04/2024;3;no;delivered;3;214.46
880;DLV-00880;shadowfax;groceries;truck;express;east;cold;185.7;47.94;20/04/2024;6;yes;delayed;3;1122.32
881;DLV-00881;delhivery;documents;ev bike;express;west;foggy;153.9;44.71;03/08/2024;6;yes;delayed;2;953.63
882;DLV-00882;amazon logistics;cosmetics;bike;express;south;hot;198.4;14.03;21/07/2024;6;yes;failed;1;1084.09
883;DLV-00883;fedex;electronics;bike;two day;west;stormy;247.4;1.77;04/09/2024;15;no;delivered;5;1242.31
884;DLV-00884;blue dart;furniture;scooter;same day;east;rainy;97.9;8.92;07/01/2024;5;no;delivered;5;616.26
885;DLV-00885;amazon logistics;clothing;van;two day;west;foggy;152.3;44.84;24/03/2024;6;no;delivered;5;896.02
886;DLV-00886;xpressbees;pharmacy;truck;standard;east;rainy;233.1;27.65;25/05/2024;11;no;delivered;5;1248.45
887;DLV-00887;delhivery;electronics;scooter;express;north;hot;106.8;24.18;26/02/2024;5;yes;delayed;3;656.54
888;DLV-00888;blue dart;fragile items;van;standard;south;foggy;167.1;37.73;15/11/2024;5;no;delivered;5;948.69
889;DLV-00889;delhivery;documents;truck;standard;south;stormy;168.7;26.9;18/01/2024;11;no;delivered;3;924.2
890;DLV-00890;ekart;furniture;truck;two day;south;cold;78.3;39.38;29/12/2024;2;no;delivered;3;509.64
891;DLV-00891;delhivery;pharmacy;truck;standard;north;foggy;160.4;41.06;19/02/2024;7;no;delivered;4;925.18
892;DLV-00892;xpressbees;furniture;truck;same day;south;cold;73.6;13.03;09/10/2024;4;no;delivered;4;507.09
893;DLV-00893;fedex;furniture;ev bike;standard;east;rainy;45.4;26.63;09/10/2024;4;no;delivered;5;306.89
894;DLV-00894;ecom express;documents;ev van;standard;east;clear;239.5;23.16;23/06/2024;6;no;delivered;3;1266.98
895;DLV-00895;xpressbees;cosmetics;ev van;two day;west;rainy;258.7;33.94;14/04/2024;9;no;delivered;4;1395.32
896;DLV-00896;shadowfax;furniture;van;express;north;foggy;241.0;20.68;06/02/2024;8;yes;delayed;2;1317.04
897;DLV-00897;fedex;clothing;scooter;express;north;clear;185.8;19.65;12/07/2024;4;no;delivered;5;1037.95
898;DLV-00898;delhivery;documents;scooter;standard;north;foggy;23.3;44.54;01/07/2024;3;no;delivered;4;250.12
899;DLV-00899;delhivery;groceries;van;same day;west;rainy;159.7;40.29;04/09/2024;7;no;delivered;5;1019.37
900;DLV-00900;shadowfax;fragile items;truck;two day;west;rainy;285.6;48.14;14/10/2024;13;no;delivered;4;1572.42
901;DLV-00901;delhivery;automobile parts;truck;express;east;rainy;271.9;5.96;06/08/2024;12;yes;delayed;3;1427.38
902;DLV-00902;delhivery;groceries;bike;two day;east;foggy;242.2;22.2;21/09/2024;11;no;delivered;4;1277.6
903;DLV-00903;blue dart;groceries;ev van;express;west;rainy;208.6;40.89;01/05/2024;13;yes;delayed;2;1215.67
904;DLV-00904;amazon logistics;clothing;bike;same day;south;hot;152.1;37.72;04/12/2024;5;no;delivered;4;973.66
905;DLV-00905;fedex;furniture;van;two day;west;stormy;132.2;22.26;08/04/2024;9;no;delivered;5;727.78
906;DLV-00906;xpressbees;documents;van;two day;central;stormy;177.8;20.51;04/12/2024;6;no;delivered;4;950.53
907;DLV-00907;dhl;fragile items;van;same day;south;hot;142.5;32.7;28/09/2024;5;no;delivered;3;910.6
908;DLV-00908;blue dart;furniture;scooter;express;east;foggy;124.4;36.51;19/09/2024;7;yes;delayed;2;781.53
909;DLV-00909;dhl;clothing;truck;express;south;rainy;179.9;39.62;11/02/2024;10;yes;delayed;2;1068.36
910;DLV-00910;delhivery;automobile parts;bike;two day;south;hot;275.2;8.27;31/05/2024;8;no;delivered;5;1400.81
911;DLV-00911;xpressbees;fragile items;ev bike;express;south;cold;66.4;22.41;09/02/2024;2;no;delivered;4;449.23
912;DLV-00912;blue dart;documents;ev bike;express;south;foggy;41.5;31.56;04/03/2024;4;yes;failed;1;352.18
913;DLV-00913;dhl;clothing;ev bike;two day;south;hot;48.1;38.8;19/09/2024;2;no;delivered;5;356.9
914;DLV-00914;ecom express;documents;ev bike;two day;south;stormy;210.1;3.42;28/07/2024;11;no;delivered;5;1060.76
915;DLV-00915;shadowfax;groceries;ev van;express;central;clear;261.1;32.96;28/06/2024;8;yes;failed;1;1454.38
916;DLV-00916;fedex;groceries;bike;two day;south;rainy;230.2;5.68;20/12/2024;10;no;delivered;5;1168.04
917;DLV-00917;fedex;fragile items;ev van;two day;north;hot;121.8;19.36;19/05/2024;4;no;delivered;5;667.08
918;DLV-00918;amazon logistics;automobile parts;truck;express;central;foggy;170.0;11.6;21/05/2024;6;yes;delayed;2;934.8
919;DLV-00919;ekart;cosmetics;bike;express;central;rainy;14.9;4.77;03/12/2024;6;yes;delayed;2;138.81
920;DLV-00920;shadowfax;fragile items;ev van;standard;central;stormy;139.9;8.36;12/12/2024;6;no;delivered;4;724.58
921;DLV-00921;amazon logistics;clothing;ev bike;standard;north;stormy;223.9;29.96;14/10/2024;12;no;delivered;4;1209.38
922;DLV-00922;shadowfax;clothing;scooter;standard;east;cold;237.8;25.55;14/07/2024;8;no;delivered;4;1265.65
923;DLV-00923;fedex;automobile parts;ev van;standard;south;cold;183.9;44.52;01/09/2024;4;no;delivered;5;1053.06
924;DLV-00924;blue dart;pharmacy;ev bike;express;south;clear;249.8;11.59;27/12/2024;7;yes;delayed;2;1333.77
925;DLV-00925;ekart;documents;van;two day;central;foggy;104.2;4.08;06/02/2024;6;no;delivered;4;533.24
926;DLV-00926;ecom express;fragile items;bike;standard;north;hot;27.3;20.6;03/10/2024;1;no;delivered;3;198.3
927;DLV-00927;fedex;clothing;ev bike;express;west;foggy;155.3;38.18;11/12/2024;6;yes;delayed;3;941.04
928;DLV-00928;ekart;cosmetics;ev van;express;west;foggy;297.1;5.42;27/08/2024;7;no;delivered;5;1555.26
929;DLV-00929;dhl;fragile items;scooter;same day;north;hot;267.3;0.67;20/02/2024;6;no;delivered;3;1438.48
930;DLV-00930;shadowfax;furniture;bike;same day;central;hot;263.0;36.85;11/10/2024;7;no;delivered;4;1525.55
931;DLV-00931;fedex;pharmacy;scooter;same day;south;cold;182.2;4.15;13/01/2024;9;yes;delayed;3;1023.45
932;DLV-00932;xpressbees;cosmetics;scooter;standard;east;clear;286.3;18.61;04/11/2024;8;no;delivered;5;1487.33
933;DLV-00933;ekart;fragile items;van;express;east;foggy;168.2;17.45;19/01/2024;5;yes;delayed;2;943.35
934;DLV-00934;shadowfax;pharmacy;ev van;two day;central;stormy;131.3;0.67;01/07/2024;7;no;delivered;5;657.67
935;DLV-00935;dhl;documents;ev van;two day;central;cold;197.9;49.24;02/04/2024;7;no;delivered;4;1137.22
936;DLV-00936;ecom express;clothing;ev bike;standard;south;foggy;166.6;31.2;03/03/2024;9;no;delivered;3;926.6
937;DLV-00937;blue dart;groceries;scooter;same day;east;clear;209.7;12.46;03/12/2024;8;yes;failed;1;1185.88
938;DLV-00938;blue dart;electronics;scooter;standard;west;rainy;113.9;19.1;09/04/2024;9;no;delivered;4;626.8
939;DLV-00939;fedex;cosmetics;bike;same day;east;cold;292.0;33.35;11/01/2024;10;yes;delayed;2;1632.7205999999999
940;DLV-00940;fedex;groceries;ev bike;standard;north;clear;282.8;39.36;11/09/2024;8;no;delivered;4;1532.08
941;DLV-00941;xpressbees;cosmetics;scooter;two day;west;cold;241.1;20.32;21/02/2024;6;no;delivered;4;1266.46
942;DLV-00942;dhl;electronics;ev van;two day;east;stormy;11.3;28.0;15/04/2024;3;no;delivered;4;140.5
943;DLV-00943;ecom express;documents;truck;standard;north;rainy;79.7;17.06;21/12/2024;9;no;delivered;4;449.68
944;DLV-00944;fedex;groceries;van;express;west;foggy;280.7;1.11;08/09/2024;14;yes;delayed;2;1456.83
945;DLV-00945;blue dart;electronics;ev van;standard;central;foggy;243.6;12.25;09/05/2024;8;no;delivered;5;1254.75
946;DLV-00946;blue dart;fragile items;bike;standard;west;cold;76.6;26.13;14/04/2024;3;no;delivered;4;461.39
947;DLV-00947;ecom express;pharmacy;van;two day;east;hot;172.1;14.69;05/06/2024;5;no;delivered;5;904.57
948;DLV-00948;blue dart;fragile items;scooter;standard;west;hot;9.0;5.43;18/09/2024;0;no;delivered;4;95.6674
949;DLV-00949;ecom express;fragile items;scooter;standard;south;clear;248.8;44.88;27/02/2024;4;no;delivered;3;1378.64
950;DLV-00950;ekart;electronics;ev van;express;north;clear;148.8;35.59;12/12/2024;7;yes;delayed;2;900.77
951;DLV-00951;delhivery;fragile items;truck;express;east;cold;147.6;43.43;11/06/2024;3;no;delivered;4;918.29
952;DLV-00952;ekart;electronics;bike;two day;south;rainy;42.8;19.57;20/10/2024;7;no;delivered;4;272.71
953;DLV-00953;shadowfax;fragile items;bike;express;east;rainy;11.2;36.08;09/10/2024;3;yes;delayed;2;214.24
954;DLV-00954;dhl;cosmetics;scooter;same day;west;rainy;283.3;31.79;13/10/2024;9;yes;delayed;2;1611.87
955;DLV-00955;amazon logistics;fragile items;ev van;standard;central;stormy;219.6;17.46;23/09/2024;9;no;delivered;4;1150.38
956;DLV-00956;shadowfax;furniture;bike;express;east;hot;79.3;17.1;24/05/2024;3;yes;delayed;3;497.8
957;DLV-00957;dhl;clothing;ev bike;standard;west;rainy;8.4;29.39;04/03/2024;7;no;delivered;4;130.17
958;DLV-00958;shadowfax;clothing;bike;express;central;stormy;191.1;0.79;24/12/2024;8;yes;failed;2;1007.87
959;DLV-00959;ecom express;clothing;van;express;central;hot;260.8;4.75;17/03/2024;6;no;delivered;5;1368.25
960;DLV-00960;dhl;fragile items;truck;standard;west;foggy;141.6;32.59;11/09/2024;7;no;delivered;4;805.77
961;DLV-00961;blue dart;furniture;bike;same day;central;clear;200.2;38.81;26/12/2024;6;no;delivered;5;1217.43
962;DLV-00962;dhl;clothing;van;same day;east;rainy;286.1;3.5;28/10/2024;8;yes;delayed;2;1541.0
963;DLV-00963;amazon logistics;clothing;scooter;same day;west;cold;145.6;23.48;19/03/2024;5;no;delivered;3;898.44
964;DLV-00964;blue dart;electronics;bike;express;east;foggy;243.9;36.64;29/01/2024;11;yes;delayed;2;1379.42
965;DLV-00965;ecom express;documents;bike;same day;west;hot;104.8;20.3;27/06/2024;4;no;delivered;4;684.9
966;DLV-00966;shadowfax;cosmetics;bike;same day;west;rainy;4.7;6.31;14/12/2024;4;no;delivered;5;142.43
967;DLV-00967;shadowfax;automobile parts;ev bike;express;north;cold;256.0;32.37;26/02/2024;6;no;delivered;4;1427.11
968;DLV-00968;ekart;pharmacy;bike;standard;north;rainy;284.8;46.79;01/01/2024;12;no;delivered;4;1564.37
969;DLV-00969;ecom express;automobile parts;truck;same day;central;clear;18.3;45.04;30/04/2024;3;no;delivered;5;326.62
970;DLV-00970;delhivery;groceries;bike;standard;south;hot;195.2;43.48;16/11/2024;6;no;delivered;3;1106.44
971;DLV-00971;ekart;documents;scooter;express;north;stormy;212.6;48.15;10/03/2024;12;yes;delayed;3;1257.45
972;DLV-00972;dhl;cosmetics;scooter;same day;north;cold;260.0;40.51;06/04/2024;7;no;delivered;5;1521.53
973;DLV-00973;fedex;clothing;van;same day;north;stormy;202.7;13.2;18/08/2024;8;yes;failed;1;1153.1
